arm,stt,category,n_gold,n_retrieved@5,recall@5,precision@5,f1@5,n_retrieved@10,recall@10,precision@10,f1@10,n_retrieved@12,recall@12,precision@12,f1@12,n_retrieved@20,recall@20,precision@20,f1@20,n_retrieved@30,recall@30,precision@30,f1@30,n_retrieved@all,recall@all,precision@all,f1@all,r_precision,mrr,ndcg@10,ndcg@all,elapsed_s
dense,61,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203
dense,62,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.5,0.05,0.09090909090909091,28,0.5,0.03571428571428571,0.06666666666666667,28,0.5,0.03571428571428571,0.06666666666666667,0.0,0.07692307692307693,0.0,0.16104282508920814,0.058
dense,63,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
dense,64,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,30,0.5,0.03333333333333333,0.0625,30,0.5,0.03333333333333333,0.0625,0.0,0.25,0.2640681225725909,0.2640681225725909,0.153
dense,65,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,35,1.0,0.02857142857142857,0.05555555555555556,0.0,0.16666666666666666,0.3562071871080222,0.3562071871080222,0.196
dense,66,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085
dense,67,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,29,1.0,0.034482758620689655,0.06666666666666667,29,1.0,0.034482758620689655,0.06666666666666667,0.0,0.3333333333333333,0.5,0.5,0.302
dense,68,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171
dense,69,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,33,1.0,0.030303030303030304,0.05882352941176471,0.0,0.06666666666666667,0.0,0.25,0.129
dense,7,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,22,1.0,0.045454545454545456,0.08695652173913045,22,1.0,0.045454545454545456,0.08695652173913045,0.0,0.5,0.6309297535714575,0.6309297535714575,0.111
dense,70,in_corpus,3,5,0.0,0.0,0.0,10,0.3333333333333333,0.1,0.15384615384615383,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,20,0.3333333333333333,0.05,0.08695652173913045,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,0.0,0.1111111111111111,0.14126697285982898,0.14126697285982898,0.14
dense,71,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,29,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164
dense,72,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,1.0,0.2,0.33333333333333337,12,1.0,0.16666666666666666,0.2857142857142857,19,1.0,0.10526315789473684,0.1904761904761905,19,1.0,0.10526315789473684,0.1904761904761905,19,1.0,0.10526315789473684,0.1904761904761905,0.0,0.2,0.45560514958746035,0.45560514958746035,0.211
dense,73,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082
dense,74,in_corpus,2,5,0.0,0.0,0.0,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,30,1.0,0.06666666666666667,0.125,31,1.0,0.06451612903225806,0.12121212121212122,0.0,0.1,0.17723928678404774,0.3010024875841342,0.051
dense,75,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286
dense,76,in_corpus,4,5,0.25,0.2,0.22222222222222224,10,0.5,0.2,0.28571428571428575,12,0.5,0.16666666666666666,0.25,20,0.5,0.1,0.16666666666666669,30,0.5,0.06666666666666667,0.11764705882352941,33,0.75,0.09090909090909091,0.16216216216216214,0.25,1.0,0.5205067333228022,0.5985827433212225,0.05
dense,77,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,29,0.5,0.034482758620689655,0.06451612903225806,29,0.5,0.034482758620689655,0.06451612903225806,0.0,0.3333333333333333,0.3065735963827292,0.3065735963827292,0.05
dense,78,unparseable,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,24,1.0,0.041666666666666664,0.07999999999999999,24,1.0,0.041666666666666664,0.07999999999999999,1.0,1.0,1.0,1.0,0.051
dense,79,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045
dense,8,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
dense,80,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158
dense,81,in_corpus,4,5,0.5,0.4,0.4444444444444445,10,0.5,0.2,0.28571428571428575,12,0.75,0.25,0.375,20,0.75,0.15,0.24999999999999997,30,0.75,0.1,0.17647058823529416,31,0.75,0.0967741935483871,0.1714285714285714,0.25,1.0,0.5413996682199069,0.6468952524550173,0.154
dense,82,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156
dense,83,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,30,1.0,0.03333333333333333,0.06451612903225806,30,1.0,0.03333333333333333,0.06451612903225806,0.0,0.5,0.6309297535714575,0.6309297535714575,0.057
dense,84,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058
dense,85,unparseable,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
dense,86,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.3333333333333333,0.05,0.08695652173913045,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,38,0.3333333333333333,0.02631578947368421,0.048780487804878044,0.0,0.058823529411764705,0.0,0.1125388887954676,0.052
dense,87,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,20,1.0,0.05,0.09523809523809523,0.0,0.5,0.6309297535714575,0.6309297535714575,0.039
dense,88,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.3333333333333333,0.05,0.08695652173913045,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,31,0.3333333333333333,0.03225806451612903,0.0588235294117647,0.0,0.05263157894736842,0.0,0.10858087310103355,0.025
dense,89,in_corpus,2,5,0.0,0.0,0.0,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,22,0.5,0.045454545454545456,0.08333333333333334,22,0.5,0.045454545454545456,0.08333333333333334,0.0,0.1111111111111111,0.18457569677956817,0.18457569677956817,0.024
dense,9,in_corpus,4,5,0.5,0.4,0.4444444444444445,10,0.75,0.3,0.4285714285714285,12,0.75,0.25,0.375,20,0.75,0.15,0.24999999999999997,21,0.75,0.14285714285714285,0.24,21,0.75,0.14285714285714285,0.24,0.25,0.5,0.5148381117249624,0.5148381117249624,0.076
dense,90,in_corpus,3,5,0.3333333333333333,0.2,0.25,10,0.3333333333333333,0.1,0.15384615384615383,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,20,0.6666666666666666,0.1,0.1739130434782609,23,0.6666666666666666,0.08695652173913043,0.15384615384615383,23,0.6666666666666666,0.08695652173913043,0.15384615384615383,0.3333333333333333,1.0,0.46927872602275644,0.6001807161909536,0.031
dense,91,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
dense,92,in_corpus,3,5,0.0,0.0,0.0,10,0.3333333333333333,0.1,0.15384615384615383,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,20,0.3333333333333333,0.05,0.08695652173913045,30,0.3333333333333333,0.03333333333333333,0.0606060606060606,33,0.3333333333333333,0.030303030303030304,0.05555555555555555,0.0,0.1111111111111111,0.14126697285982898,0.14126697285982898,0.028
dense,93,in_corpus,2,5,0.5,0.2,0.28571428571428575,10,0.5,0.1,0.16666666666666669,12,0.5,0.08333333333333333,0.14285714285714285,20,0.5,0.05,0.09090909090909091,23,0.5,0.043478260869565216,0.08,23,0.5,0.043478260869565216,0.08,0.0,0.2,0.23719771276929622,0.23719771276929622,0.022
dense,94,mixed,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.5,0.03333333333333333,0.0625,37,0.5,0.02702702702702703,0.05128205128205129,0.0,0.045454545454545456,0.0,0.13554521828632396,0.036
dense,95,in_corpus,3,5,0.6666666666666666,0.4,0.5,10,0.6666666666666666,0.2,0.30769230769230765,12,1.0,0.25,0.4,20,1.0,0.15,0.2608695652173913,25,1.0,0.12,0.21428571428571425,25,1.0,0.12,0.21428571428571425,0.6666666666666666,1.0,0.7653606369886217,0.8962626271568189,0.2
dense,97,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358
dense,98,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,0.0,0.0,0.0,30,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
dense,99,in_corpus,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,20,1.0,0.1,0.18181818181818182,30,1.0,0.06666666666666667,0.125,35,1.0,0.05714285714285714,0.1081081081081081,0.0,0.06666666666666667,0.0,0.30032713885777473,0.153
full_rerank,1,ooc,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.271
full_rerank,10,unparseable,1,5,1.0,0.2,0.33333333333333337,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,0.0,0.3333333333333333,0.5,0.5,0.866
full_rerank,100,in_corpus,3,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,12,0.0,0.0,0.0,12,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643
full_rerank,101,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.838
full_rerank,102,in_corpus,1,5,1.0,0.2,0.33333333333333337,7,1.0,0.14285714285714285,0.25,7,1.0,0.14285714285714285,0.25,7,1.0,0.14285714285714285,0.25,7,1.0,0.14285714285714285,0.25,7,1.0,0.14285714285714285,0.25,0.0,0.3333333333333333,0.5,0.5,2.309
full_rerank,103,in_corpus,5,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.663
full_rerank,104,in_corpus,1,5,1.0,0.2,0.33333333333333337,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,0.0,0.5,0.6309297535714575,0.6309297535714575,1.308
full_rerank,105,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
full_rerank,106,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.94
full_rerank,107,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.301
full_rerank,108,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.418
full_rerank,109,in_corpus,2,5,1.0,0.4,0.5714285714285715,10,1.0,0.2,0.33333333333333337,10,1.0,0.2,0.33333333333333337,10,1.0,0.2,0.33333333333333337,10,1.0,0.2,0.33333333333333337,10,1.0,0.2,0.33333333333333337,0.5,1.0,0.8503449055347546,0.8503449055347546,1.27
full_rerank,11,mixed,2,5,0.5,0.2,0.28571428571428575,6,0.5,0.16666666666666666,0.25,6,0.5,0.16666666666666666,0.25,6,0.5,0.16666666666666666,0.25,6,0.5,0.16666666666666666,0.25,6,0.5,0.16666666666666666,0.25,0.5,0.5,0.38685280723454163,0.38685280723454163,0.732
full_rerank,110,in_corpus,3,5,0.3333333333333333,0.2,0.25,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,9,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.5,0.2960819109658652,0.2960819109658652,1.855
full_rerank,111,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
full_rerank,112,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
full_rerank,113,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.774
full_rerank,114,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
full_rerank,115,in_corpus,1,5,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772
full_rerank,116,in_corpus,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992
full_rerank,117,in_corpus,1,5,1.0,0.2,0.33333333333333337,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,1.0,1.0,1.0,1.0,0.998
full_rerank,118,in_corpus,1,5,1.0,0.2,0.33333333333333337,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,9,1.0,0.1111111111111111,0.19999999999999998,0.0,0.3333333333333333,0.5,0.5,0.97
full_rerank,119,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,0.0,0.1,0.2890648263178879,0.2890648263178879,0.671
full_rerank,12,in_corpus,2,5,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213
full_rerank,120,in_corpus,1,5,0.0,0.0,0.0,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,8,1.0,0.125,0.2222222222222222,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.677
full_rerank,121,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,0.0,0.3333333333333333,0.5,0.5,0.898
full_rerank,122,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886
full_rerank,123,unparseable,2,5,0.0,0.0,0.0,10,0.0,0.0,0.0,12,0.0,0.0,0.0,12,0.0,0.0,0.0,12,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946
full_rerank,124,unparseable,1,5,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698
full_rerank,125,unparseable,4,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.027
full_rerank,126,in_corpus,1,5,1.0,0.2,0.33333333333333337,10,1.0,0.1,0.18181818181818182,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,1.0,1.0,1.0,1.0,1.193
full_rerank,127,in_corpus,2,5,0.5,0.2,0.28571428571428575,7,1.0,0.2857142857142857,0.4444444444444445,7,1.0,0.2857142857142857,0.4444444444444445,7,1.0,0.2857142857142857,0.4444444444444445,7,1.0,0.2857142857142857,0.4444444444444445,7,1.0,0.2857142857142857,0.4444444444444445,0.0,0.2,0.4415801103577823,0.4415801103577823,1.177
full_rerank,128,unparseable,1,5,0.0,0.0,0.0,10,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052
full_rerank,129,in_corpus,1,5,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471
full_rerank,13,mixed,3,5,0.6666666666666666,0.4,0.5,10,0.6666666666666666,0.2,0.30769230769230765,10,0.6666666666666666,0.2,0.30769230769230765,10,0.6666666666666666,0.2,0.30769230769230765,10,0.6666666666666666,0.2,0.30769230769230765,10,0.6666666666666666,0.2,0.30769230769230765,0.3333333333333333,0.3333333333333333,0.4367467095119258,0.4367467095119258,0.781
full_rerank,130,in_corpus,1,5,0.0,0.0,0.0,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,10,1.0,0.1,0.18181818181818182,0.0,0.125,0.31546487678572877,0.31546487678572877,1.192
